pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,st_teff,sy_dist
Kepler-496 b,Kepler-496,Transit,2016.0,8.30864937,2.32,5.99,5293.0,605.274
HD 63935 c,HD 63935,Radial Velocity,2021.0,21.4027,3.06451296,11.1,5513.0,48.9739
Kepler-1636 b,Kepler-1636,Transit,2016.0,425.47785,3.23,10.5,5797.0,1947.54
Kepler-561 b,Kepler-561,Transit,2016.0,58.3620495,6.96,38.7,5646.0,621.378
Kepler-728 b,Kepler-728,Transit,2016.0,5.743477265,3.34,11.1,5660.0,1765.23
Kepler-566 b,Kepler-566,Transit,2016.0,18.42794624,2.15,5.27,5132.0,564.277
Kepler-550 b,Kepler-550,Transit,2016.0,8.600104109,4.42,17.9,5322.0,531.944
Kepler-574 b,Kepler-574,Transit,2016.0,7.65880414,2.39,6.3,5612.0,682.896
Kepler-585 b,Kepler-585,Transit,2016.0,2.752359753,2.83,8.4,5593.0,585.187
Kepler-611 b,Kepler-611,Transit,2016.0,2.437033302,1.65,3.36,5761.0,1395.56
Kepler-729 b,Kepler-729,Transit,2016.0,3.166353714,3.58,12.5,5633.0,1921.15
Kepler-662 b,Kepler-662,Transit,2016.0,21.67697486,2.18,5.39,4897.0,815.637
Kepler-551 b,Kepler-551,Transit,2016.0,12.3764661,2.73,7.9,4286.0,311.175
TOI-1710 b,TOI-1710,Transit,2022.0,24.283377,5.20315158,22.4,5684.0,81.2271
Kepler-1638 b,Kepler-1638,Transit,2016.0,259.33683,1.87,4.16,5710.0,1525.52
Kepler-586 b,Kepler-586,Transit,2016.0,2.104722184,2.79,8.2,5575.0,693.766
HIP 97166 c,HIP 97166,Radial Velocity,2021.0,16.432,2.75,8.0,5216.0,65.9501
TOI-1601 b,TOI-1601,Transit,2021.0,5.33175,14.19902343,387.0,5982.0,336.608
TOI-1444 b,TOI-1444,Transit,2021.0,0.4702743,1.41792246,3.58,5460.0,125.463
Kepler-618 b,Kepler-618,Transit,2016.0,3.595769645,2.6,7.27,5860.0,1221.96
Kepler-601 b,Kepler-601,Transit,2016.0,5.378868441,1.9,4.27,5160.0,414.825
Kepler-645 b,Kepler-645,Transit,2016.0,3.275822621,2.1,5.06,6170.0,1173.57
Kepler-719 b,Kepler-719,Transit,2016.0,5.007317779,8.52,54.5,5777.0,2497.51
Kepler-612 b,Kepler-612,Transit,2016.0,3.722156413,2.84,8.45,5693.0,1445.53
Kepler-590 b,Kepler-590,Transit,2016.0,5.85296257,4.02,15.2,6000.0,1421.81
Kepler-552 b,Kepler-552,Transit,2016.0,5.263415765,3.95,14.8,5863.0,843.689
Kepler-1454 b,Kepler-1454,Transit,2016.0,47.0319479,1.88,4.19,5448.0,780.566
Kepler-460 c,KIC 5437945,Transit,2016.0,220.1303357,5.52,26.1,6146.0,1274.01
Kepler-646 b,Kepler-646,Transit,2016.0,15.87364565,1.99,4.62,5634.0,451.794
Kepler-735 b,Kepler-735,Transit,2016.0,11.51516988,2.95,9.01,5107.0,695.059
Kepler-591 b,Kepler-591,Transit,2016.0,81.1694299,3.39,11.4,5677.0,785.137
Kepler-619 b,Kepler-619,Transit,2016.0,5.404272197,3.16,10.1,5980.0,900.678
TOI-1842 b,TOI-1842,Transit,2021.0,9.5739181,12.3485023,89.4,6039.0,223.465
HIP 97166 b,HIP 97166,Transit,2021.0,10.288914,2.4801338,19.1,5216.0,65.9501
Kepler-602 b,Kepler-602,Transit,2016.0,15.28469497,2.09,5.02,6062.0,1159.31
Kepler-721 b,Kepler-721,Transit,2016.0,5.392025388,2.64,7.46,5075.0,926.598
Kepler-722 b,Kepler-722,Transit,2016.0,4.093573252,2.63,7.41,5863.0,1239.5
Kepler-568 b,Kepler-568,Transit,2016.0,11.02347475,2.26,5.73,3768.0,130.645
Kepler-569 b,Kepler-569,Transit,2016.0,34.18890521,3.16,10.1,5616.0,638.301
Kepler-603 b,Kepler-603,Transit,2016.0,21.05358596,2.65,7.51,5808.0,1539.63
TOI-1296 b,TOI-1296,Transit,2021.0,3.9443736,14.11645916,95.3,5567.0,323.265
TOI-1298 b,TOI-1298,Transit,2021.0,4.537143,9.65807033,99.0,5752.0,319.036
Kepler-615 b,Kepler-615,Transit,2016.0,10.35584657,1.74,3.68,4655.0,330.0
TOI-1246 d,TOI-1246,Transit,2022.0,18.654874,3.43139739,5.4,5213.0,169.422
TOI-1246 e,TOI-1246,Transit,2022.0,37.92548,3.5141875,14.5,5213.0,169.422
Kepler-593 b,Kepler-593,Transit,2016.0,21.21708973,2.87,8.6,5967.0,973.76
Kepler-592 b,Kepler-592,Transit,2016.0,2.820192408,2.39,6.3,5913.0,1153.13
Kepler-709 b,Kepler-709,Transit,2016.0,16.08524954,2.92,8.85,5071.0,664.843
Kepler-1625 b,Kepler-1625,Transit,2016.0,287.378949,6.06,30.6,5677.0,2310.11
Kepler-1642 b,Kepler-1642,Transit,2016.0,12.2057513,3.2,10.3,5355.0,413.873
Kepler-1642 c,Kepler-1642,Transit,2016.0,6.6513802,2.66,7.56,5355.0,413.873
Kepler-652 b,Kepler-652,Transit,2016.0,4.182002531,2.49,6.76,5490.0,394.55
Kepler-737 b,Kepler-737,Transit,2016.0,28.59915399,1.96,4.5,3813.0,205.118
Kepler-669 b,Kepler-669,Transit,2016.0,4.125546869,4.83,20.8,6038.0,2063.41
Kepler-558 b,Kepler-558,Transit,2016.0,29.00790538,2.37,6.21,5242.0,661.876
Kepler-609 b,Kepler-609,Transit,2016.0,6.521210666,3.35,11.2,5971.0,1065.82
Kepler-724 b,Kepler-724,Transit,2016.0,3.314946338,3.29,10.8,5437.0,853.119
Kepler-1646 b,Kepler-1646,Transit,2016.0,4.48558383,1.23,2.04,3299.0,127.591
Kepler-710 b,Kepler-710,Transit,2016.0,4.347285527,1.88,4.19,5611.0,1448.34
K2-88 b,K2-88,Transit,2016.0,4.6122,1.23,2.04,3537.0,110.561
K2-89 b,K2-89,Transit,2016.0,1.096026,0.615,0.17,3691.0,86.0386
K2-116 b,K2-116,Transit,2017.0,4.655411,0.69,0.257,4348.35,49.3855
TOI-1386 b,TOI-1386,Transit,2024.0,25.8401,6.2163865,45.8,5735.0,146.858
K2-102 b,K2-102,Transit,2016.0,9.915615,1.3,2.24,4695.0,188.175
K2-5 b,K2-5,Transit,2015.0,5.73594,1.91,4.31,3930.0,202.943
K2-5 c,K2-5,Transit,2015.0,10.93241,2.26,5.73,3930.0,202.943
K2-91 b,K2-91,Transit,2016.0,1.419549,1.1,1.37,3622.0,62.5785
K2-72 c,K2-72,Transit,2016.0,15.189034,1.16,1.65,3360.47,66.4321
HD 93963 A c,HD 93963 A,Transit,2022.0,3.6451389,3.11976057,18.4,5908.0,82.3432
K2-16 b,K2-16,Transit,2015.0,7.6188,2.02,4.74,4742.0,334.967
K2-16 c,K2-16,Transit,2015.0,19.07863,2.54,6.99,4742.0,334.967
Kepler-223 e,Kepler-223,Transit,2014.0,19.72567,4.6,4.8,5803.0,1859.71
Kepler-223 b,Kepler-223,Transit,2014.0,7.38449,2.99,7.4,5803.0,1859.71
Kepler-223 d,Kepler-223,Transit,2014.0,14.78869,5.24,8.0,5803.0,1859.71
K2-81 b,K2-81,Transit,2016.0,6.102325,1.97,4.54,4674.13,252.318
TOI-1451 b,TOI-1451,Transit,2024.0,16.537944,2.61143902,15.2,5801.0,91.9362
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,Radial Velocity,2014.0,6.959,12.3,101.7056,5780.0,872.92
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,Radial Velocity,2014.0,5.118,14.0,127.132,5725.0,914.221
Kepler-80 d,Kepler-80,Transit,2014.0,3.07222,1.53,6.75,4540.0,369.451
GJ 1148 b,GJ 1148,Radial Velocity,2010.0,41.38,11.9,96.7,3287.0,11.0143
K2-90 c,K2-90,Transit,2016.0,2.900706,1.3,2.24,4421.98,134.188
GJ 1148 c,GJ 1148,Radial Velocity,2017.0,532.58,9.71,68.06,3287.0,11.0143
TOI-1753 b,TOI-1753,Transit,2024.0,5.3846104,2.47852533,16.6,5621.0,226.671
HD 128717 b,HD 128717,Astrometry,2025.0,3420.0,12.1,6293.0024586,6210.0,73.636
HD 17674 b,HD 17674,Radial Velocity,2017.0,623.8,13.9,276.5121,5904.0,44.4264
HD 42012 b,HD 42012,Radial Velocity,2017.0,857.5,13.5,508.528,5405.0,36.7984
TOI-1776 b,TOI-1776,Transit,2024.0,2.799868,1.21612741,1.4,5785.0,44.647
Kepler-80 c,Kepler-80,Transit,2012.0,9.52355,2.74,6.74,4540.0,369.451
HD 6061 b,HD 6061,Transit,2023.0,5.2549,2.42763557,10.0,5934.0,67.6203
TOI-1194 b,TOI-1194,Transit,2023.0,2.3106446,8.71664516,120.0,5394.0,149.667
TOI-1694 b,TOI-1694,Transit,2023.0,3.770107,5.3422266,31.3,5058.0,124.68
TOI-1443 b,TOI-1443,Transit,2024.0,23.540678,2.30381001,30.0,5224.0,85.8034
HD 59686 A b,HD 59686 A,Radial Velocity,2016.0,299.36,12.7,2199.3836,4658.0,89.2721
KIC 7917485 b,KIC 7917485,Pulsation Timing Variations,2016.0,840.0,12.4,3750.394,7067.0,1382.89
HD 34445 c,HD 34445,Radial Velocity,2017.0,214.67,8.42,53.5,5836.0,46.0907
TOI-329 b,TOI-329,Transit,2024.0,5.70439,4.94057819,40.4,5614.0,284.388
TOI-1269 b,TOI-1269,Transit,2024.0,4.2529913,2.40144286,6.4,5499.0,172.138
K2-46 b,K2-46,Transit,2016.0,19.1541,2.05,4.86,6256.0,449.237
K2-42 b,K2-42,Transit,2016.0,6.68796,2.15,5.27,4613.0,396.913
HD 25463 c,HD 25463,Transit,2023.0,3.04405,1.36354953,4.3,6353.0,45.6181
HD 37124 c,HD 37124,Radial Velocity,2002.0,885.5,14.1,207.22516,5698.64,31.6634
HD 87646 b,HD 87646,Radial Velocity,2016.0,13.481,12.4,3941.092,5770.0,73.58352
HD 34445 g,HD 34445,Radial Velocity,2017.0,5700.0,13.6,120.6,5836.0,46.0907
Wolf 1061 c,Wolf 1061,Radial Velocity,2015.0,17.8719,1.66,3.41,3342.0,4.30592
K2-47 b,K2-47,Transit,2016.0,31.6372,1.89,4.23,5054.0,349.881
K2-48 b,K2-48,Transit,2016.0,20.5065,2.24,5.65,4899.0,313.764
MXB 1658-298 b,MXB 1658-298,Eclipse Timing Variations,2017.0,760.0,12.0,7532.571,,
K2-290 b,K2-290,Transit,2019.0,9.21165,3.06,10.9,6302.0,272.909
TOI-1279 b,TOI-1279,Transit,2024.0,9.61419,2.66146528,10.6,5457.0,107.055
TOI-1288 b,TOI-1288,Transit,2022.0,2.6998279,4.96846551,44.1,5388.0,114.865
NGC 2682 Sand 978 b,NGC 2682 Sand 978,Radial Velocity,2017.0,511.21,13.3,692.8694,4200.0,821.918
GJ 3293 b,GJ 3293,Radial Velocity,2015.0,30.5987,5.19,23.54,3466.0,20.1903
K2-50 b,K2-50,Transit,2016.0,8.7529,1.59,3.15,4326.0,257.443
K2-49 b,K2-49,Transit,2016.0,2.77065,1.93,4.38,4175.0,457.125
HD 219134 d,HD 219134,Radial Velocity,2015.0,46.859,1.61,16.17,4699.0,6.53127
HD 219134 g,HD 219134,Radial Velocity,2015.0,94.2,3.28,10.80622,4913.0,6.53127
rho CrB c,rho CrB,Radial Velocity,2016.0,102.19,5.78,28.2,5817.0,17.4671
HAT-P-67 b,HAT-P-67,Transit,2017.0,4.8101069,23.9872187,143.02278315,6640.0,371.686
Kepler-1652 b,Kepler-1652,Transit,2017.0,38.09722,1.6,3.19,3638.0,252.0
GJ 3293 c,GJ 3293,Radial Velocity,2015.0,122.6196,4.87,21.09,3466.0,20.1903
K2-58 d,K2-58,Transit,2016.0,22.8827,1.71,3.57,5413.0,181.746
K2-59 c,K2-59,Transit,2016.0,11.2954,2.3,5.9,5055.0,311.313
HD 217107 b,HD 217107,Radial Velocity,1998.0,7.1270166,13.6,459.57987652,5622.0,20.0619
HD 9174 b,HD 9174,Radial Velocity,2016.0,1179.0,13.7,352.7913,5577.0,81.4893
TOI-1181 b,TOI-1181,Transit,2022.0,2.103189,17.02644168,374.71969185,6054.0,302.819
TOI-5218 b,TOI-5218,Transit,2024.0,4.291452,9.86,657.0,4230.0,377.483
TOI-2447 b,TOI-2447,Transit,2024.0,69.33684,9.60609646,124.90656395,5730.0,148.987
HD 23472 d,HD 23472,Transit,2022.0,3.97664,0.75,0.55,4684.0,39.0341
HD 23472 b,HD 23472,Transit,2019.0,17.667087,2.0,8.32,4684.0,39.0341
K2-63 c,K2-63,Transit,2016.0,25.4556,3.9,14.5,6771.0,517.534
K2-63 b,K2-63,Transit,2016.0,20.257,3.22,10.5,6771.0,517.534
CoRoT-32 b,CoRoT-32,Transit,2018.0,6.71837,6.38913,47.6745,5970.0,576.683
HD 221585 b,HD 221585,Radial Velocity,2016.0,1173.0,13.5,511.7063,5620.0,55.8535
Kepler-539 c,Kepler-539,Transit Timing Variations,2016.0,1000.0,13.3,762.792,5820.0,307.318
K2-64 b,K2-64,Transit,2016.0,6.53044,2.07,4.94,5312.0,499.891
K2-68 b,K2-68,Transit,2016.0,8.05428,1.58,3.12,4746.0,168.652
K2-21 b,K2-21,Transit,2015.0,9.325038,1.84,4.04,4222.06,83.6448
TOI-1836 c,TOI-1836,Transit,2024.0,1.7727471,2.59987579,8.0,6237.0,191.649
Kepler-1647 b,Kepler-1647,Transit,2016.0,1107.5923,11.8739,483.0,6210.0,1212.45
K2-70 b,K2-70,Transit,2016.0,13.97896,2.89,8.7,5622.0,232.964
K2-71 b,K2-71,Transit,2016.0,6.98541,2.15,5.27,4006.0,153.192
K2-118 b,K2-118,Transit,2017.0,50.92092,2.54,6.99,4726.29,321.722
TOI-1736 c,TOI-1736,Radial Velocity,2023.0,571.25,12.5,2800.0,5636.0,88.9482
TOI-1669 b,TOI-1669,Radial Velocity,2023.0,500.0,14.1,191.0,5497.0,111.276
HIP 67522 c,HIP 67522,Transit,2024.0,14.334892,7.93595834,48.3,5675.0,127.28
TOI-2379 b,TOI-2379,Transit,2024.0,5.4693827,11.72459381,1830.69162432,3707.0,211.247
TOI-2384 b,TOI-2384,Transit,2024.0,2.13570304,11.48920522,624.85064816,3943.0,191.51
TOI-757 b,TOI-757,Transit,2024.0,17.46819,2.5,10.5,5278.0,60.3418
TOI-1011 b,TOI-1011,Transit,2025.0,2.470498,1.45,4.04,5475.0,52.62
TOI-2714 b,TOI-2714,Transit,2024.0,2.499387,13.72,228.0,5665.0,597.873
TOI-2981 b,TOI-2981,Transit,2024.0,3.601501,13.4,638.0,5940.0,527.789
K2-74 b,K2-74,Transit,2016.0,19.5666,2.31,5.95,6060.0,377.822
K2-75 b,K2-75,Transit,2016.0,7.8142,2.67,7.61,5995.0,561.93
K2-125 b,K2-125,Transit,2017.0,21.750264,2.18,5.39,3654.47,124.156
TOI-2485 b,TOI-2485,Transit,2024.0,11.23479,12.1393261,766.60211768,6016.4,397.953
TOI-1288 c,TOI-1288,Radial Velocity,2022.0,416.0,11.1,85.7,5388.0,114.865
TOI-1408 b,TOI-1408,Transit,2023.0,4.42587,25.0,593.0,6117.0,139.484
TOI-1408 c,TOI-1408,Transit Timing Variations,2024.0,2.1664,2.22,7.6,6117.0,139.484
HIP 116454 b,HIP 116454,Transit,2014.0,9.1004157,2.469,9.7,5048.0,62.4491
TOI-2420 b,TOI-2420,Transit,2024.0,5.842641,15.02003414,294.62693329,5707.0,435.174
K2-83 b,K2-83,Transit,2016.0,2.74697,1.244,2.08,3910.0,125.529
K2-130 b,K2-130,Transit,2017.0,2.49412,1.25,2.1,4356.47,118.011
TOI-421 c,TOI-421,Transit,2020.0,16.067541,5.09,14.1,5291.0,74.7969
K2-84 b,K2-84,Transit,2016.0,6.4215,2.41,6.39,5652.0,284.876
K2-84 c,K2-84,Transit,2016.0,27.86,2.03,4.78,5652.0,284.876
K2-35 b,K2-35,Transit,2016.0,2.399964,1.32,2.3,4402.71,252.596
HD 86950 b,HD 86950,Radial Velocity,2016.0,1270.0,13.0,1144.188,4805.0,209.839
HD 222076 b,HD 222076,Radial Velocity,2016.0,871.0,13.5,495.8148,4806.0,91.1538
K2-33 b,K2-33,Transit,2016.0,5.424865,5.04,1175.971,3540.0,139.268
TOI-1338 b,TOI-1338 A,Transit,2020.0,95.4001,7.661,11.3,5723.2,399.017
K2-161 b,K2-161,Transit,2018.0,9.283188,6.11721229,31.1,4972.0,916.319
K2-160 b,K2-160,Transit,2018.0,3.705871,3.17824034,10.2,5649.0,315.363
TOI-1173 b,TOI-1173,Transit,2024.0,7.06466,9.19,27.4,5350.0,132.353
GJ 238 b,GJ 238,Transit,2024.0,1.7446999,0.566,0.126,3485.0,15.2142
HD 103197 b,HD 103197,Radial Velocity,2009.0,47.84,5.83,28.6047,5250.0,57.1463
HD 109246 b,HD 109246,Radial Velocity,2010.0,68.27,13.9,273.3338,5844.0,67.8349
Kepler-1650 b,Kepler-1650,Transit,2017.0,1.53818001,0.96,0.84,3410.0,134.397
HD 183579 b,HD 183579,Transit,2021.0,17.471291,3.49,20.4,5784.0,57.2651
TOI-1437 b,TOI-1437,Transit,2024.0,18.840942,2.24,9.6,6008.0,103.297
TOI-6034 b,TOI-6034,Transit,2024.0,2.576184,11.92,254.0,3635.0,117.992
TOI-5634 A b,TOI-5634 A,Transit,2024.0,2.2035373,10.42,588.0,3896.0,306.144
K2-419 A b,K2-419 A,Transit,2024.0,20.35847252,10.55,196.0,3711.0,268.685
Kepler-1654 b,Kepler-1654,Transit,2018.0,1047.8356,9.180171,158.915,5597.0,568.117
HD 121504 b,HD 121504,Radial Velocity,2003.0,63.33,13.6,479.9233,6027.0,41.6592
L 98-59 e,L 98-59,Radial Velocity,2021.0,12.8278,1.49,2.82,3415.0,10.6194
L 98-59 f,L 98-59,Radial Velocity,2025.0,23.064,1.48,2.8,3415.0,10.6194
TOI-1824 b,TOI-1824,Transit,2024.0,22.808533,2.7438269,16.0,5165.0,59.4314
BD+03 2562 b,BD+03 2562,Radial Velocity,2017.0,481.9,12.7,2034.112,4095.0,1070.63
K2-186 b,K2-186,Transit,2018.0,41.474219,3.17207779,10.2,5784.0,330.739
K2-190 c,K2-190,Transit,2018.0,21.574023,1.09308317,1.34,5631.0,160.679
TOI-286 b,TOI-286,Transit,2024.0,4.5117244,1.42,4.53,5152.0,59.2293
TOI-286 c,TOI-286,Transit,2024.0,39.361826,1.88,3.72,5152.0,59.2293
K2-231 b,K2-231,Transit,2018.0,13.841901,2.5,6.8,5695.0,321.215
HD 134987 b,HD 134987,Radial Velocity,1999.0,258.17999,13.5,511.7063,5736.0,26.1804
HD 137388 b,HD 137388,Radial Velocity,2011.0,330.0,9.32,63.566,5181.0,40.4841
HD 177565 b,HD 177565,Radial Velocity,2017.0,44.505,4.0,15.1,5627.0,16.9179
K2-195 c,K2-195,Transit,2018.0,28.482786,2.57581891,7.16,5712.0,315.014
K2-201 b,K2-201,Transit,2018.0,1.05979,1.40006712,2.54,5507.0,197.932
TOI-2768 b,TOI-2768,Transit,2024.0,1.50801,2.63,7.41,4008.0,78.4525
TOI-5319 b,TOI-5319,Transit,2024.0,4.07853,2.83,8.4,3580.0,61.171
TOI-1130 b,TOI-1130,Transit,2020.0,4.074554,3.66,19.8,4360.0,58.2609
HD 13931 b,HD 13931,Radial Velocity,2009.0,4218.0,13.2,889.9195396,5867.0,47.3963
HD 142245 b,HD 142245,Radial Velocity,2011.0,1299.0,13.1,975.7381,4922.0,97.2305
Ross 128 b,Ross 128,Radial Velocity,2017.0,9.8658,1.11,1.4,3192.0,3.37454
K2-201 c,K2-201,Transit,2018.0,22.779878,3.28568401,10.8,5507.0,197.932
K2-202 b,K2-202,Transit,2018.0,3.405164,2.30165603,5.91,5491.0,300.397
K2-321 b,K2-321,Transit,2020.0,2.2979749,2.05124347,4.86,3750.0,77.6888
GJ 486 b,GJ 486,Radial Velocity,2021.0,1.46712127,1.289,2.77,3317.0,8.07426
HD 142415 b,HD 142415,Radial Velocity,2003.0,386.29999,13.5,530.7761,5940.0,35.5318
L 168-9 b,L 168-9,Transit,2020.0,1.40152604,1.63,4.07,3842.0,25.1496
HD 111591 b,HD 111591,Radial Velocity,2017.0,1056.4,12.9,1398.452,4884.0,114.166
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,Microlensing,2017.0,1220.0,12.3,4253.0,,6770.0
K2-206 b,K2-206,Transit,2018.0,18.294549,2.79522879,8.22,5043.0,244.443
K2-207 b,K2-207,Transit,2018.0,12.48749,2.60585269,7.3,5522.0,363.064
TOI-6651 b,TOI-6651,Transit,2024.0,5.056973,5.09,61.0,5940.0,212.128
TOI-181 b,TOI-181,Transit,2023.0,4.532,6.9559,46.1687,4994.0,96.2338
TOI-3884 b,TOI-3884,Transit,2022.0,4.5445828,6.43,32.59,3180.0,43.1448
TOI-5005 b,TOI-5005,Transit,2024.0,6.3085044,6.25,32.7,5749.0,207.891
HD 16141 b,HD 16141,Radial Velocity,2000.0,75.523,10.9,82.6358,5757.0,37.7861
HD 162020 b,HD 162020,Radial Velocity,2002.0,8.4282,12.5,3127.4472,4723.0,30.8248
CoRoT-9 b,CoRoT-9,Transit,2009.0,95.272656,11.948794,266.9772,5625.0,412.98
K2-209 b,K2-209,Transit,2018.0,2.080615,0.86850263,0.586,4720.0,76.4986
16 Cyg B b,16 Cyg B,Radial Velocity,1996.0,798.5,13.5,565.7374,5750.0,21.1397
Kepler-80 g,Kepler-80,Transit,2017.0,14.64558,1.13,0.065,4540.0,369.451
K2-218 b,K2-218,Transit,2018.0,8.679885,2.56948149,7.13,5757.0,394.083
K2-219 b,K2-219,Transit,2018.0,3.901287,1.34762583,2.38,5753.0,325.4
K2-219 c,K2-219,Transit,2018.0,6.66767,1.43839723,2.66,5753.0,325.4
K2-219 d,K2-219,Transit,2018.0,11.137278,2.57634456,7.16,5753.0,325.4
GJ 86 b,GJ 86,Radial Velocity,1999.0,15.76491,12.9,1404.8086,5182.0,10.7836
TOI-6002 b,TOI-6002,Transit,2024.0,10.904821,1.65,3.36,3229.0,32.0266
GJ 3138 b,GJ 3138,Radial Velocity,2017.0,1.22003,1.18,1.78,3717.0,28.4712
BD-06 1339 c,BD-06 1339,Radial Velocity,2013.0,125.94,8.38,53.0,4324.0,20.2695
HIP 65891 b,HIP 65891,Radial Velocity,2015.0,1079.55726,12.8,1871.37366042,5000.0,150.292
K2-227 b,K2-227,Transit,2018.0,13.621832,1.66551298,3.41,5673.0,187.234
K2-80 d,K2-80,Transit,2018.0,28.867253,2.55211506,7.04,5377.0,200.802
K2-260 b,K2-260,Transit,2018.0,2.62669762,18.41635529,546.66486004,6860.0,663.834
K2-261 b,K2-261,Transit,2018.0,11.6334681,9.26982704,68.96876432,5490.0,213.283
TOI-1883 b,TOI-1883,Transit,2024.0,4.50638,5.65,27.2,3477.0,115.369
GJ 3323 b,GJ 3323,Radial Velocity,2017.0,5.3636,1.23,2.02,3159.0,5.37484
GJ 3138 d,GJ 3138,Radial Velocity,2017.0,257.8,3.23,10.5,3717.0,28.4712
GJ 3323 c,GJ 3323,Radial Velocity,2017.0,40.54,1.32,2.31,3159.0,5.37484
HD 191939 e,HD 191939,Radial Velocity,2022.0,101.12,13.0,112.2,5348.0,53.6089
TOI-469.01,TOI-469,Transit,2021.0,13.6308205,3.41,9.1,5289.0,68.192
TOI-1230.01,TOI-1230,Transit,2021.0,25.05713123288,3.23968384,10.6,5696.0,143.138
Kepler-289 c,Kepler-289,Transit,2014.0,125.8723,11.23,157.18,5990.0,704.438
K2-170 c,K2-170,Transit,2018.0,12.400047,1.8017647,3.9,5748.0,392.872
K2-164 b,K2-164,Transit,2018.0,17.355066,3.24925008,10.6,5791.0,375.67
GJ 273 b,GJ 273,Radial Velocity,2017.0,18.6498,1.51,2.89,3382.0,5.921535
TOI-3568 b,TOI-3568,Transit,2024.0,4.417965,5.3,26.4,4969.0,197.906
HD 238914 b,HD 238914,Radial Velocity,2018.0,4100.0,12.8,1906.98,4769.0,519.452
K2-170 b,K2-170,Transit,2018.0,7.576544,1.41817537,2.6,5748.0,392.872
K2-171 b,K2-171,Transit,2018.0,5.628466,2.68657205,7.69,5250.0,606.128
TOI-1772.01,TOI-1772,Transit,2024.0,8.054246874,2.905,8.78,5583.0,97.7562
K2-77 b,K2-77,Transit,2016.0,8.2000844,2.4996027,603.877,5160.0,141.731
K2-180 b,K2-180,Transit,2018.0,8.865663,2.46597575,11.41003981,5365.0,203.896
GJ 3293 e,GJ 3293,Radial Velocity,2017.0,13.2543,1.63,3.28,3466.0,20.1903
TOI-1777.01,TOI-1777,Transit,2024.0,14.650111974,2.246,5.67,5859.0,79.7665
GJ 3293 d,GJ 3293,Radial Velocity,2017.0,48.1345,2.67,7.6,3466.0,20.1903
TYC 3318-01333-1 b,TYC 3318-01333-1,Radial Velocity,2018.0,562.0,13.1,1086.9786,4776.0,490.61
K2-172 b,K2-172,Transit,2018.0,14.316941,1.66608079,3.42,5569.0,249.742
K2-172 c,K2-172,Transit,2018.0,29.62682,3.20569097,10.4,5569.0,249.742
HD 101581 c,HIP 56998,Transit,2025.0,6.20401,0.99,0.937,4675.0,12.7781
K2-182 b,K2-182,Transit,2018.0,4.7369696,2.71257333,20.97667486,5128.0,154.83
K2-97 b,K2-97,Transit,2016.0,8.407115,13.45077684,174.48779544,4673.0,878.43
TOI-1301.01,TOI-1301,Transit,2024.0,6.096407209,2.477,6.7,4820.0,90.8693
K2-148 d,K2-148,Transit,2018.0,9.7579,1.64,3.33,4079.0,124.458
K2-148 b,K2-148,Transit,2018.0,4.38395,1.33,2.33,4079.0,124.458
K2-191 b,K2-191,Transit,2018.0,2.858646,1.57889322,3.12,5176.0,287.188
HD 102117 b,HD 102117,Radial Velocity,2005.0,20.8133,8.47,54.0311,5655.0,39.5792
TOI-1799 b,TOI-1799,Transit,2024.0,7.094570865,1.642,4.0,5690.0,62.1274
Kepler-150 f,Kepler-150,Transit,2017.0,637.2093,3.64,12.9,5528.0,891.092
K2-98 b,K2-98,Transit,2016.0,10.1367349,5.06645928,34.00763955,6260.0,518.625
K2-114 b,K2-114,Transit,2017.0,11.390931,10.59248676,638.83509807,4899.0,475.758
HD 40307 g,HD 40307,Radial Velocity,2013.0,197.8,2.56,7.1,4956.0,12.9363
K2-179 b,K2-179,Transit,2018.0,5.172191,2.51267885,6.86,5015.0,190.81
HD 102195 b,HD 102195,Radial Velocity,2006.0,4.11377,14.2,130.3103,5301.0,29.3386
HD 102329 b,HD 102329,Radial Velocity,2011.0,778.09998,12.6,2593.4928,4745.0,217.107
TOI-2211.01,TOI-2211,Transit,2024.0,3.092686757,1.561,3.06,5253.0,70.2932
TOI-4638.01,TOI-4638,Transit,2024.0,10.283918787,2.933,8.92,5700.0,168.248
TOI-6038 A b,TOI-6038 A,Transit,2025.0,5.8267311,6.41,78.5,6110.0,179.147
K2-277 b,K2-277,Transit,2018.0,6.326768,2.18575124,7.4,5680.0,113.123
IRAS 04125+2902 b,IRAS 04125+2902,Transit,2024.0,8.834978,10.73820351,80.8,4080.0,159.244
TOI-1467 b,TOI-1467,Transit,2024.0,5.97114713,1.92,9.0,3834.0,37.4418
TOI-2458 b,TOI-2458,Transit,2024.0,3.73659,2.83,13.31,6005.0,112.958
K2-246 b,K2-246,Transit,2018.0,5.76918,3.49,12.0,5610.0,703.616
HD 240237 b,HD 240237,Radial Velocity,2011.0,745.70001,12.2,5050.3187,3926.0,933.377
HD 2638 b,HD 2638,Radial Velocity,2005.0,3.4442,14.3,133.4886,5186.0,54.9621
TOI-4994 b,TOI-4994,Transit,2024.0,21.491984,8.54124329,88.99195396,5640.0,329.304
